daodien,dienvien,loaiphim,nam_phathanh,name_en,name_vi,quocgia,theloai
Tony Scott,"Chris Pine, Denzel Washington, ",Phim Hành động,2010,unstoppable,đoàn tàu không phanh,Phim Mỹ,Phim Hành động
Sanjay Gadhvi,"Abhishek Bachchan, John Abraham, Uday Chopra, ",Phim Hành động,2004,dhoom,những tay đua siêu hạng,Phim Mỹ,Phim Hành động
Randall Wallace,"Jeremy Irons, John Malkovich, Leonardo DiCaprio, ",Phim Hành động,1998,the man in the iron mask,người mang mặt nạ sắt,Phim Mỹ,Phim Hành động
Trịnh Bảo Thụy,"Cổ Thiên Lạc, Ngô Kinh, Tony Jaa, ",Phim Hành động,2015,a time for consequences,sát phá lang 2,Phim Trung Quốc,Phim Hành động
Mike McCoy,"Alex Veadov, Nestor Serrano, Roselyn Sanchez, ",Phim Hành động,2012,act of valor,biệt kích ngầm,Phim Mỹ,Phim Hành động
Jong hyun Kim,"Beom su Lee, Jin seo Yoon, Yoo Gong, ",Phim Hành động,2004,mr gams victory,chuyện ở 1 đội bóng nghiệp dư,Phim Mỹ,Phim Hành động
Ahn Pan Suk,"Gil Hae Yun, Jang Hyun Sung, Jang Kyung Ah, Kim Chang Wan, Park Hyuk Kwon, Yoon Bok In, Yoon Je Moon, ",Phim Hành động,2014,the end of the world,ngày tận thế,Phim Hàn Quốc,Phim Hành động
Roger Donaldson,"Luke Bracey, Olga Kurylenko, Pierce Brosnan, ",Phim Hành động,2014,the november man,sát thủ tháng 11,Phim Mỹ,Phim Hành động
Doug Liman,"Adam Brody, Angelina Jolie, Brad Pitt, ",Phim Hành động,2005,mr and mrs smith,ông bà smith,Phim Mỹ,Phim Hành động
Timur Bekmambetov,"Angelina Jolie, James McAvoy, Morgan Freeman, ",Phim Hành động,2008,wanted,truy sát,Phim Mỹ,Phim Hành động
Dong won Kim,"Bi Rain, Joon sang Yoo, Seong su Kim, ",Phim Hành động,2012,soar into the sun,biệt đội tiêm kích,Phim Hàn Quốc,Phim Hành động
Ronny Yu,"Emily Mortimer, Robert carlyle, Samuel L. Jackson, ",Phim Hành động,2001,formula 51,công thức 51,Phim Mỹ,Phim Hành động
Joe Johnston,"Chris Evans, Hugo Weaving, Samuel L. Jackson, ",Phim Hành động,2011,captain america the first avenger,kẻ báo thù đầu tiên,Phim Mỹ,Phim Hành động
Stephane Rybojad,"Benoit Magimel, Denis Menochet, Djimon Hounsou, ",Phim Hành động,2011,special forces,lực lượng biệt kích,Phim Mỹ,Phim Hành động
Neil Jones,"April Pearson, Martin Kemp, Patrick Bergin, ",Phim Hành động,2015,age of kill,6 giờ để giết,Phim Mỹ,Phim Hành động
Sathya Prabhas Pinisetty,"Aadhi, Lakshmi Priyaa Chandramouli, Mithun Chakraborty, Nikki Galrani, Richa Pallod, ",Phim Hành động,2015,yagavarayinum naa kakka,trường đời,Phim Ấn Độ,Phim Hành động
Nadeem Soumah,"Michael Rene Walton, Vinnie Jones, Vivica A Fox, ",Phim Hành động,2015,6 ways to die,cuộc chiến của các ông trùm,Phim Khác,Phim Hành động
Đang cập nhật,"Marina Inoue, Masachika Ichimura, Yumi Kakazu, ",Phim Hành động,2015,doraemon: nobita and the space heroes,doraemon: nobita và những hiệp sĩ không gian,Phim Nhật Bản,Phim Hành động
Jose Padilha,"Gary Oldman, Joel Kinnaman, Michael Keaton, ",Phim Hành động,2014,robocop,cảnh sát người máy,Phim Mỹ,Phim Hành động
Mikael Salomon,"Dylan McDermott, Peter Facinelli, Yuliya Snigir, ",Phim Hành động,2014,freezer,kho lạnh kinh hoàng,Phim Mỹ,Phim Hành động
Corrado Boccia,"Catalina Sandino Moreno, Colin Egglesfield, Stuart Townsend, ",Phim Hành động,2013,a stranger in paradise,thiên đường xa lạ,Phim Mỹ,Phim Hành động
Laeta Kalogridis,"Arnold Schwarzenegger, Emilia Clarke, Jason Clarke, ",Phim Hành động,2015,terminator genisys,kẻ hủy diệt 5: thời đại genisys,Phim Mỹ,Phim Hành động
Henri Wong,"Ho Josie, Trần Hạo Nam, Trịnh Y Kiện, ",Phim Hành động,2015,full strike,ranh giới tội phạm,Phim Hồng Kong,Phim Hài
Edward Neumeier,"Casper Van Dien, Jolene Blalock, Stephen Hogan, ",Phim Hành động,2008,starship troopers 3 marauder,nhện khổng lồ 3,Phim Mỹ,Phim Hành động
Sang soo Im,"Eung soo Kim, Hyeon kyeong Ryu, Koh Joon Hee, ",Phim Hành động,2015,intimate enemies,siêu trộm chân dài,Phim Hàn Quốc,Phim Hành động
Cha Yeong Hoon,"Han Juwan, Jeon Hye Bin, Lee Jun Ki, Nam Sang Mi, Yoo Oh-Seong, ",Phim Hành động,2014,joseon gunman,phát súng hận thù,Phim Hàn Quốc,Phim Cổ Trang
John Oak Dalton,"Houston Baker, James Carolus, Todd Carpenter, ",Phim Hành động,2015,jurassic prey,khủng long săn mồi,Phim Mỹ,Phim Hành động
Timothy Woodward Jr,"Danny Glover, Sean Astin, Vinnie Jones, ",Phim Hành động,2015,checkmate,ngõ cụt,Phim Mỹ,Phim Hành động
Lee Sang Ki,"Kim Hae Sook, Kim Myeong Min, Son Ye Jin, ",Phim Hành động,2008,open city,thành phố tội ác,Phim Hàn Quốc,Phim Hành động
Michael J Bassett,"Brian Caspe, Geoff Bell, James Babson, Laura Baranik, Matthew Blood Smyth, ",Phim Hành động,2009,solomon kane,chiến binh thế kỷ,Phim Mỹ,Phim Hành động
Vương Tinh,"Dư Văn lạc, Nong Poy, Trương Gia Huy, Trương Tuệ Văn, Viên Tuyền, ",Phim Hành động,2015,the man from macau 2,thần bài macau 2,Phim Hồng Kong,Phim Hành động
Viên Hòa Bình,"Châu Kiệt Luân, Châu Tấn, Dương Tử Quỳnh, Triệu Văn Trác, ",Phim Hành động,2010,true legend,mãnh hổ tô khất nhi,Phim Trung Quốc,Phim Hành động
Thành Long,"Đàm Vịnh Lân, Quan Chi Lâm, Thành Long, ",Phim Hành động,1986,armour of god,long huynh hổ đệ,Phim Trung Quốc,Phim Hành động
Andrzej Bartkowiak,"Aaliyah, Isaiah Washington, Jet Li, Lý Liên Kiệt, ",Phim Hành động,2000,romeo must die,romeo phải chết,Phim Mỹ,Phim Hành động
Joe Lynch,"Jennifer Blanc, Salma Hayek, Uros Certic, ",Phim Hành động,2014,everly,nữ bất khuất,Phim Mỹ,Phim Hành động
Đang cập nhật,"Matthew Modine, Maxim Roy, Ted Whittall, ",Phim Hành động,2013,cat. 8,giải cứu trái đất,Phim Mỹ,Phim Hành động
Yoo Chul Yong,"Choi Si Won, Lee Si-Young, Lee Sung-jae, U Know Yunho, ",Phim Hành động,2011,poseidon,cảnh sát biển,Phim Hàn Quốc,Phim Hành động
Jason Friedberg,"Andrea Navedo, Dale Pavinski, Lili Mirojnick, ",Phim Hành động,2015,superfast,qúa nhanh qúa dữ,Phim Mỹ,Phim Hành động
Hà Chú,"Dương Minh Na, Đường Yên, Hà Trung Hoa, Lý Dịch Phong, Thư Sướng, Trần Vỹ Đình, Trương Trí Nghiêu, ",Phim Hành động,2015,legend of fragrance,hoạt sắc sinh hương,Phim Trung Quốc,Phim Hành động
Doug Liman,"Hayden Christensen, Jamie Bell, Samuel L. Jackson, ",Phim Hành động,2008,jumper,người dịch chuyển,Phim Mỹ,Phim Hành động
John Singleton,"Cole Hauser, Eva Mendes, Ludacris, Paul Walker, Tyrese, ",Phim Hành động,2003,2 fast 2 furious,quá nhanh quá nguy hiểm 2,Phim Mỹ,Phim Hành động
Jérôme Salle,"Forest Whitaker, Orlando Bloom, Patrick Lyster, Tanya van Graan, ",Phim Hành động,2014,zulu,mật vụ,Phim Pháp,Phim Hành động
John McTiernan,"Alan Rickman, Bonnie Bedelia, Bruce Willis, ",Phim Hành động,1988,die hard,đương đầu với thử thách,Phim Mỹ,Phim Hành động
John Stockwell,"Christopher McDonald, Janet McTeer, Paz Vega, ",Phim Hành động,2011,cat run,sát thủ mèo hoang,Phim Mỹ,Phim Hành động
John Stockwell,"Alphonso McAuley, Scott Mechlowicz, Winter Ave Zoli, ",Phim Hành động,2014,cat run 2,sát thủ mèo hoang 2,Phim Mỹ,Phim Hành động
John McTiernan,"Bruce Willis, Jeremy Irons, Samuel L. Jackson, ",Phim Hành động,1995,die hard with a vengeance,đương đầu với thử thách 3,Phim Mỹ,Phim Hành động
Mans Marlind,"India Eisley, Kate Beckinsale, Michael Ealy, ",Phim Hành động,2012,underworld awakening,thế giới ngầm trỗi dậy,Phim Mỹ,Phim Hành động
Len Wiseman,"Bruce Willis, Justin Long, Timothy Olyphant, ",Phim Hành động,2007,live free or die hard,đương đầu với thử thách 4,Phim Mỹ,Phim Hành động
Anders Engstrom,"Antti Reini, Merja Larivaara, Peter Franzén, ",Phim Hành động,2012,vares the path of the righteous men,ngôi làng điên loạn,Phim Mỹ,Phim Hành động
Panna Rittikrai,"Dan Chupong, Kessarin Ektawatkul, Nantawooti Boonrapsap, ",Phim Hành động,2014,vengeance of an assassin,sát thủ báo thù,Phim Thái Lan,Phim Hành động
Stephen Sommers,"Channing Tatum, Dennis Quaid, Marlon Wayans, ",Phim Hành động,2009,g.i. joe rise of cobra,cuộc chiến mãng xà,Phim Mỹ,Phim Hành động
Benny Chan,"Michelle Ferre, Mirai Yamamoto, Thành Long, ",Phim Hành động,1998,who am i,tôi là ai,Phim Mỹ,Phim Hành động
Rob Cohen,"Michelle Rodriguez, Paul Walker, Vin Diesel, ",Phim Hành động,2001,the fast and the furious,quá nhanh quá nguy hiểm,Phim Mỹ,Phim Hành động
Peter Flinth,"Joakim Natterqvist, Sofia Helin, Stellan Skarsgård, ",Phim Hành động,2007,arn tempelriddaren,hiệp sĩ thánh chiến,Phim Mỹ,Phim Hành động
William Kaufman,"Danielle Moinet, Matthew MacCaull, Melissa Roxburgh, ",Phim Hành động,2015,the marine 4: moving target,lính thủy đánh bộ 4,Phim Mỹ,Phim Hành động
Patrick Lussier,"Amber Heard, Nicolas Cage, William Fichtner, ",Phim Hành động,2011,drive angry,sứ giả địa ngục,Phim Mỹ,Phim Hành động
Justin Lin,"Lucas Black, Shad Moss, Zachery Ty Bryan, ",Phim Hành động,2006,the fast and the furious: tokyo drift,quá nhanh quá nguy hiểm 3,Phim Mỹ,Phim Hành động
Im Chan Ik,"Jun Hyo Sung, Jun Ji An, Oh Ji Eun, Oh Ji Ho, Yoo Min Kyu, ",Phim Hành động,2014,ghost seeing detective cheo yong,thám tử săn ma,Phim Hàn Quốc,Phim Hành động
Ekachai Uekrongtham,"Dolph Lundgren, Ron Perlman, Tony Jaa, ",Phim Hành động,2014,skin trade,mạng đổi mạng,Phim Mỹ,Phim Hành động
Yi Li,"Li Siru, Wang Chong, Zhou Ting, ",Phim Hành động,2015,teana: 10000 years later,đại chiến sau tận thế,Phim Trung Quốc,Phim Hành động
Roel Reiné,"Ocean Hou, Pim Bubear, Sahajak Boonthanakit, ",Phim Hành động,2015,the man with the iron fists 2,thiết quyền vương 2,Phim Mỹ,Phim Hành động
Jacky Wu,"Kevin Lee, Ngô Kinh, Scott Adkins, ",Phim Hành động,2015,wolf warrior,chiến binh sói,Phim Trung Quốc,Phim Hành động
Daniel Benmayor,"Marie Avgeropoulos, Rafi Gavron, Taylor Lautner, ",Phim Hành động,2015,tracers,truy lùng,Phim Mỹ,Phim Hành động
Andrzej Bartkowiak,"DMX, Lý Liên Kiệt, Mark Dacascos, ",Phim Hành động,2003,cradle 2 the grave,sinh tử chiến 2,Phim Mỹ,Phim Hành động
Antonio Negret,"Elisabeth Röhm, James Frain, Jim Caviezel, ",Phim Hành động,2012,transit,quá giang,Phim Mỹ,Phim Hành động
Philip G Atwell,Đang cập nhật,Phim Hành động,2007,war,cuộc chiến khốc liệt,Phim Mỹ,Phim Hành động
Kim Ji woon,"Byung-hun Lee, Kang ho Song, Woo sung Jung, ",Phim Hành động,2008,"the good, the bad, the weird",thiện ác quái,Phim Hàn Quốc,Phim Hành động
Ruben Fleischer,"Emma Stone, Ryan Gosling, Sean Penn, ",Phim Hành động,2013,gangster squad,băng đảng gangster,Phim Mỹ,Phim Hành động
Vicky Jewson,"James Frain, Michael Brandon, ",Phim Hành động,2013,born of war,chiến binh thời loạn,Phim Mỹ,Phim Hành động
Mimi Leder,"Morgan Freeman, Rade Serbedzija, Robert Forster, ",Phim Hành động,2009,thick as thieves,tin vào kẻ trộm,Phim Mỹ,Phim Hành động
Shion Sono,"Akihiro Kitamura, Ryôhei Suzuki, Tomoko Karina, ",Phim Hành động,2014,tokyo tribe,băng đảng tokyo,Phim Nhật Bản,Phim Hành động
Bobby Roth,"Brian Markinson, Laura Prepon, Ty Olsson, ",Phim Hành động,2011,the killing game,trò chơi của kẻ thù,Phim Mỹ,Phim Hành động
Kim Ji hoon,"Ahn seong gi, Ha Ji Won, Oh Ji Ho, ",Phim Hành động,2011,sector 7,quái vật dàn khoan,Phim Hàn Quốc,Phim Hành động
Simon West,"Dominik García Lorido, Jason Statham, Michael Angarano, ",Phim Hành động,2015,wild card,trùm bài,Phim Mỹ,Phim Hành động
Julius Avery,"Alicia Vikander, Brenton Thwaites, Ewan McGregor, ",Phim Hành động,2014,son of a gun,phi vụ cướp ngân hàng,Phim Khác,Phim Hành động
Bryan Bockbrader,"Danny Trejo, Maiara Walsh, Tony Todd, ",Phim Hành động,2015,vanish,cuộc chiến đẫm máu,Phim Mỹ,Phim Hành động
Brian Percival,"Ian Hart, Kyle Ward, Louise Delamere, ",Phim Hành động,2009,a boy called dad,ông cụ non,Phim Mỹ,Phim Hành động
Wai-keung Lau,"Châu Kiệt Luân, Dư Văn lạc, Huỳnh Thu Sinh, Trần Quán Hy, Trần Tiểu Xuân, ",Phim Hành động,2005,initial d: drift racer,khúc cua quyết định,Phim Trung Quốc,Phim Hành động
James Mangold,"Cameron diaz, Peter Sarsgaard, Tom Cruise, ",Phim Hành động,2010,knight and day,chuyện tình sát thủ,Phim Mỹ,Phim Hài
Chu Diên Bình,"Châu Kiệt Luân, Kha Thúc Nguyên, Lâm Chí Linh, Lưu Canh Hoành, Tăng Chí Vĩ, ",Phim Hành động,2009,the treasure hunter,thích lăng,Phim Trung Quốc,Phim Hành động
Vương Tinh,"Khưu Thục Trinh, Richard Norton, Thành Long, Vương Tổ Hiền, ",Phim Hành động,1993,city hunter,thành thị điệp nhân,Phim Hồng Kong,Phim Hành động
James Yuen,"Dung Tổ Nhi, Phương Trung Tín, ",Phim Hành động,2005,crazy n' the city,thành phố không bình yên,Phim Hồng Kong,Phim Hài
Thái Nhạc Huân,"Triệu Hựu Đình Lâm Canh Tân, ",Phim Hành động,2014,black & white: the dawn of justice,anh hùng du côn,Phim Đài Loan,Phim Hành động
Lee Jung sub,"Ji Chang Wook, Park Min young, Yoo Ji Tae, ",Phim Hành động,2014,healer,cứu thế,Phim Hàn Quốc,Phim Hài
Chris Nahon,"Allison Miller, Jeon ji hyeon, Liam Cunningham, ",Phim Hành động,2009,blood the last vampire,con quỷ cuối cùng,Phim Mỹ,Phim Hành động
Oliver Dommenget,"Kai Wiesinger, Robin Gooch, Stefanie Höner, ",Phim Hành động,2011,flirtcamp,trại yêu thương,Phim Mỹ,Phim Hành động
Robert Schwentke,"Bruce Willis, Helen Mirren, John Malkovich, Morgan Freeman, ",Phim Hành động,2010,red,cia tái xuất,Phim Mỹ,Phim Hành động
Renny Harlin,"Bonnie Bedelia, Bruce Willis, William Atherton, ",Phim Hành động,1990,die hard 2,đương đầu với thử thách 2,Phim Mỹ,Phim Hành động
Rob Cohen,"Brendan Fraser, Lý Liên Kiệt, Maria bello, ",Phim Hành động,2008,the mummy tomb of the dragon emperor ,xác ướp ai cập 3,Phim Mỹ,Phim Hành động
Ngô Vũ Sâm,"Châu nhuận phát, Địch Long, Trương quốc vinh, ",Phim Hành động,1987,a better tomorrow ii,anh hùng bản sắc 2,Phim Hồng Kong,Phim Hành động
Hark Tsui,"Châu nhuận phát, Lương Gia Huy, Mai Diễm Phương, ",Phim Hành động,1989,a better tomorrow iii,anh hùng bản sắc 3,Phim Hồng Kong,Phim Hành động
Park Hyun suk,"Go Seung Hee, Kim Jae-joong, ",Phim Hành động,2015,spy,siêu điệp viên,Phim Hàn Quốc,Phim Hành động
Đang cập nhật,"Dominic Purcell, Wentworth Miller, William Fichtner, ",Phim Hành động,2009,prison break the final break,cuộc vượt ngục cuối cùng,Phim Mỹ,Phim Hành động
Olivier Megaton,"Forest Whitaker, Liam Neeson, Maggie Grace, ",Phim Hành động,2014,taken 3,dứt điểm,Phim Mỹ,Phim Hành động
Nikolai Mullerschon,"Lena Headey, Matthias Schweighofer, Til Schweiger, ",Phim Hành động,2008,the red baron,đại bàng lửa,Phim Khác,Phim Chiến Tranh
Andrucha Waddington,"Alberto Ammann, Leonor Watling, Pilar Lopez de Ayala, ",Phim Hành động,2010,the outlaw,ngoài vòng luật pháp,Phim Mỹ,Phim Hành động
Đang cập nhật,"François Berleand, Leonie Simaga, Thomas Jouannet, ",Phim Hành động,2013,surveillance,sự giám sát,Phim Mỹ,Phim Hành động
Choi Young Soo,"Ahn Suk Hwan, Lee Ki Woo, Lee So Jung, Uhm Ki-Joon, ",Phim Hành động,2013,the virus,mầm bệnh,Phim Hàn Quốc,Phim Hành động
Lin He Long,"Hồ Trữ Ngọc, Lam Hải Triều, Lâm Hợp Long, ",Phim Hành động,2013,new detective,liên minh phá án,Phim Đài Loan,Phim Hành động
Brad Bird,"Jeremy Renner, Simon Pegg, Tom Cruise, ",Phim Hành động,2011,mission impossible ghost protocol,nhiệm vụ bất khả thi 4,Phim Mỹ,Phim Hành động
Benny Boom,"Carly Pope, Gabriel Macht, Robert Patrick, ",Phim Hành động,2011,swat firefight,đội đặc nhiệm swat,Phim Mỹ,Phim Hành động
George Miller,"Bruce Spence, Mel Gibson, Michael Preston, ",Phim Hành động,1981,mad max 2: the road warrior ,hung thần xa lộ,Phim Mỹ,Phim Hành động
Michael Caton Jones,"Bruce Willis, Richard Gere, Sidney Poitier, ",Phim Hành động,1997,the jackal,sát thủ chó rừng,Phim Mỹ,Phim Hành động
Đang cập nhật,"An Dỹ Hiên, Lam Chính Long, Quách Phẩm Siêu, Trương Huân Kiệt, ",Phim Hành động,2005,the outsiders,kẻ ngoài cuộc,Phim Đài Loan,Phim Hành động
David Fincher,"Brad Pitt, Edward Norton, Helena Bonham Carter, Meat Loaf, ",Phim Hành động,1999,fight club,sàn đấu sinh tử,Phim Mỹ,Phim Hành động
Jang Hun,"Dong won Kang, Kang ho Song, Yun seo Choi, ",Phim Hành động,2010,secret reunion,tình huynh đệ,Phim Hàn Quốc,Phim Hành động
Lee Jeong Beom,"Jang Dong Gun, Kim Min Hee Brian Tee Brian Tee, ",Phim Hành động,2014,no tears for the dead,nước mắt sát thủ,Phim Hàn Quốc,Phim Hành động
Lâm Hợp Long,"Giả thanh, Lý Uy, Lý Y Hiểu, Ngô Kỳ Long, Từ Vệ Quân, ",Phim Hành động,2012,sanctuary,sóng gió thánh đường,Phim Trung Quốc,Phim Hành động
Michael Mann,"Chris Hemsworth, Viola Davis, Wei Tang, ",Phim Hành động,2015,blackhat,trùm mũ đen,Phim Mỹ,Phim Hành động
Kim Jong Hyun,"Baek Do Bin, Han Groo, Kim Jung Tae, Kim Roe Ha, Park Hyo Joo, ",Phim Hành động,2015,killer girl k,sát thủ k,Phim Hàn Quốc,Phim Hành động
Kim Suk Yoon,"Kim Myun Min, Lee Yeon Hee, Oh Dal Su, ",Phim Hành động,2015,detective k: secret of the lost island,thám tử k: bí mật hoang đảo,Phim Hàn Quốc,Phim Hành động
James McTeigue,"Naomie Harris, Rain, Rick Yune, ",Phim Hành động,2009,ninja assassin,sát thủ ninja,Phim Mỹ,Phim Hành động
Nhĩ Đông Thăng,"Huỳnh Hiểu Minh, ",Phim Hành động,2015,insanity,bạo phong ngữ,Phim Trung Quốc,Phim Hành động
Justin Lin,"Dwayne Johnson, Paul Walker, Vin Diesel, ",Phim Hành động,2011,fast five,quá nhanh quá nguy hiểm 5,Phim Mỹ,Phim Hành động
Justin Lin,"Michelle Rodriguez, Paul Walker, Vin Diesel, ",Phim Hành động,2009,fast and furious,quá nhanh quá nguy hiểm 4,Phim Mỹ,Phim Hành động
Kyle Newman,"Hailee Steinfeld, Jessica Alba, Sophie Turner, ",Phim Hành động,2015,barely lethal,mật ngọt chết người,Phim Mỹ,Phim Hành động
Seth MacFarlane,"Charlize Theron, Liam Neeson, Seth MacFarlane, ",Phim Hành động,2014,a million ways to die in the west,triệu kiểu chết miền viễn tây,Phim Mỹ,Phim Hài
George Miller,"Bruce Spence, Mel Gibson, Tina Turner, ",Phim Hành động,1985,mad max beyond thunderdome,đón bão,Phim Mỹ,Phim Hành động
Mark Harris,"Anna Nightingale, Honor Kneafsey, Mark Harris, ",Phim Hành động,2014,abducted,truy kích,Phim Mỹ,Phim Hành động
Jing Wong,"Lương Vinh Kỳ, Lưu Đức Hòa, Phương Trung Tín, ",Phim Hành động,1998,a true mob story,long tại giang hồ,Phim Hồng Kong,Phim Hành động
George Miller,"Hugh Keays Byrne, Joanne Samuel, Mel Gibson, ",Phim Hành động,1979,mad max,cuồng điên,Phim Mỹ,Phim Hành động
Benny Chan,"Cổ Thiên Lạc, Trương Gia Huy, ",Phim Hành động,2013,the white storm,trận chiến á phiện,Phim Trung Quốc,Phim Hành động
