daodien,dienvien,loaiphim,nam_phathanh,name_en,name_vi,quocgia,theloai
Trương Khai Trụ,"Biên Trình, Diệp Tổ Tân, Dương Lặc, Giang Sơ Ảnh, Nhậm Mẫn, Vương Khải, ",Phim Cổ Trang,2020,serenade of peaceful joy,khúc nhạc thanh bình,Phim Trung Quốc,Phim Cổ Trang
Michael Engler,"Matthew Goode, Michelle Dockery, Tuppence Middleton, ",Phim Cổ Trang,2019,downton abbey,tu viện downton,Phim Mỹ,Phim Cổ Trang
Đang cập nhật,"Hoàng Chí Trung, Kim Hạn, La Tấn, Lý Nhất Đồng, Trịnh Nghiệp Thành, Trương Chí Kiên, ",Phim Cổ Trang,2019,royal nirvana,hạc lệ hoa đình,Phim Trung Quốc,Phim Cổ Trang
Tiêu Dung,"Bành Nghệ Bác, Hạ Chí Viễn, Lương Gia Nhân, Lưu Hinh Kỳ, Phó Tử Minh, Thẩm Bảo Bình, Uyển Quỳnh Đan, ",Phim Cổ Trang,2020,the legend of young justice bao,thiếu niên bao chửng,Phim Trung Quốc,Phim Cổ Trang
Kim Jin won,"Gyo-jin In, Hyuk Jang, Nae-sang Ahn, ",Phim Cổ Trang,2019,my country: the new age,quê hương ta: thời đại mới,Phim Hàn Quốc,Phim Cổ Trang
Đang cập nhật,"Ngô Cẩn Ngôn, Nhiếp Viễn, Vương Hạc Nhuận, Vương Nhất Triết, Vương Vũ Uy, ",Phim Cổ Trang,2019,yanxi palace: princess adventures,diên hi công lược: lá ngọc cành vàng,Phim Trung Quốc,Phim Cổ Trang
Đường Nhân,"Đinh Kiều, Lý Lan Địch, Tân Vân Lai, Tôn An Khả, Vương An Vũ, ",Phim Cổ Trang,2019,dreaming back to the qing dynasty,mộng hồi,Phim Trung Quốc,Phim Cổ Trang
Kim Hee Won,"Choi Kyu Jin, Jang Gwang, Jang Hyuk, Jang Young Nam, Jung Hye Young, Kim Sang Kyung, Kim Soo Jin, Kwon Hae Hyo, Lee Moo Saeng, Lee Se Young, Min Ji A, Oh Ha-Nee, Seo Yoon A, Shin Soo Yun, Yeo Jin Goo, Yoon Kyung Ho, Yun Jong Seok, ",Phim Cổ Trang,2019,the crowned clown,quân vương giả mạo (chàng hề thế thân),Phim Hàn Quốc,Phim Cổ Trang
Trương Đình,"Chu Á Văn, Đặng Gia Giai, Kiều Chấn Vũ, Ngô Việt, Thang Duy, Trương Nghệ Hưng, ",Phim Cổ Trang,2019,empress of the ming legend of sun ruowei,đại minh phong hoa,Phim Trung Quốc,Phim Cổ Trang
Hà Bồi,"Đặng Siêu, Thích Tiểu Long, Triệu Dương, ",Phim Cổ Trang,2000,the young detective 3,tuổi trẻ bao thanh thiên p3,Phim Trung Quốc,Phim Cổ Trang
Tào My,"Châu Nhất Vỹ, Dịch Dương Thiên Tỉ, Lôi Giai Âm, ",Phim Cổ Trang,2019,the longest day in chang an,trường an 12 canh giờ,Phim Trung Quốc,Phim Cổ Trang
Lý Minh Minh,"Cát Tranh, Lưu Manh Manh, Ngô Ưu, Tống Hải Hiệt, Trần Hi Quận, ",Phim Cổ Trang,2019,grand theft in tang,đại đường ma đạo đoàn,Phim Trung Quốc,Phim Cổ Trang
Trịnh Vĩ Văn,"Bạch Lộc, Đại Húc, Hứa Khải, Tiếu Yến, ",Phim Cổ Trang,2019,the legends,chiêu diêu,Phim Trung Quốc,Phim Cổ Trang
Wang Bin,"Xu Zilu, Zhang Dake, ",Phim Cổ Trang,2018,imperial guard girls,tuyệt sắc cẩm y vệ,Phim Trung Quốc,Phim Cổ Trang
Lý Huệ Chu,"Điền Lôi, Huỳnh Xán Xán, Kinh Siêu, La Vân Hi, Lý Trị Đình, Thư Á Tín, Trần Hân Dư, Trương Tuyết Nghênh, Từ Khả, Vương Dư, ",Phim Cổ Trang,2019,princess silver,bạch phát vương phi,Phim Trung Quốc,Phim Cổ Trang
Yuen Ying Ming,"Lý Nhược Đồng, Lý Ỷ Hồng, Trịnh Phối Phối, ",Phim Cổ Trang,2001,legendary fighter,dương môn nữ tướng,Phim Trung Quốc,Phim Cổ Trang
Cung Nghệ Quần,"Cao Lan Thôn, Lưu Văn Trị, Mao Lạc, Thư Sướng, Vương Bang, ",Phim Cổ Trang,2005,da ming qi cai,đại minh kỳ tài,Phim Trung Quốc,Phim Cổ Trang
Tưởng Gia Tuấn,"Chúc Tự Đan, Tằng Thuấn Hy, Trần Ngọc Kỳ, ",Phim Cổ Trang,2019,heavenly sword and dragon slaying sabre,tân ỷ thiên đồ long ký,Phim Trung Quốc,Phim Cổ Trang
Đang cập nhật,"Kim Siêu Quần, Lữ Lương Vỹ, Phạm Hồng Hiên, ",Phim Cổ Trang,1995,justice bao ,tân bao thanh thiên,Phim Hồng Kong,Phim Cổ Trang
Gui Zhenjie,"Ren Yi, Vương Trịnh, Zhang Liweier, Zhou Yuhua, ",Phim Cổ Trang,2018,legend of dajian huineng,truyền kỳ lục tổ huệ năng,Phim Trung Quốc,Phim Cổ Trang
Trương Hiểu Ba,"Giang Sơ Ảnh, Hứa Tình, Lưu Hạo Nhiên, Lý Quang Khiết, Tống Tổ Nhi, Vương Âu, ",Phim Cổ Trang,2019,novoland: eagle flag,cửu châu phiêu miểu lục,Phim Trung Quốc,Phim Cổ Trang
Huang He,"He Wenhui, Li Ruoxi, Li Yuzeng, Luo Liqun, Mind Erdini, ",Phim Cổ Trang,2018,detective dee: you ming dao,địch nhân kiệt: u minh đạo,Phim Trung Quốc,Phim Cổ Trang
Hoàng Khắc Mẫn,"Cao Minh, Diêu Lỗ, Đinh Dũng Đại, Lý Tâm Dật, ",Phim Cổ Trang,2014,da ming detective story,thiết diện ngự sử 1,Phim Trung Quốc,Phim Cổ Trang
Đang cập nhật,"Chung Kỳ, Lâm Tư Ý, Lý Nghệ Đổng, Lý Trị Đình, Mạnh Tử Nghĩa, Uông Trác Thành, ",Phim Cổ Trang,2020,legend of two sisters in the chaos,phù thế song kiều truyện,Phim Trung Quốc,Phim Cổ Trang
Diên Nghệ,"Đoàn Dịch Hoành, Lý Nãi Văn, Trương Lỗ Nhất, ",Phim Cổ Trang,2020,qin dynasty epic,đại tần đế quốc 4: đại tần phú,Phim Trung Quốc,Phim Cổ Trang
Đang cập nhật,"Cao Xin Yue, Gan Ting Ting, Jiang Chao, Lemon Zhang, Victor Huang, Winston Chao, ",Phim Cổ Trang,2018,the legend of kaifeng ,phủ khai phong,Phim Trung Quốc,Phim Cổ Trang
Vệ Hàn Thao,"Hà Hoằng San, Lê Diệu Tường, Tào Hi Văn Trịnh, Từ Chính Khê, ",Phim Cổ Trang,2019,legend of the phoenix,phượng dịch,Phim Trung Quốc,Phim Cổ Trang
Lý Uất Nhiên,"Châu Tấn, Trần Khôn, Trần Vỹ Đình, ",Phim Cổ Trang,2021,the yin yang master,âm dương sư: thị thần lệnh,Phim Trung Quốc,Phim Cổ Trang
Đang cập nhật,"Go Ara, Jung Il Woo, Kwon Yul, ",Phim Cổ Trang,2019,haechi,thời đại haechi,Phim Hàn Quốc,Phim Cổ Trang
Ân Đào,"Dương Siêu Việt, Hàn Đống, Hàn Thừa Vũ, Hoàng Hựu Minh, Thành Nghị, Triệu Hàn Anh Tử, Trương Duệ, Vương Lâm, ",Phim Cổ Trang,2020,the promise of chang’an,trường an nặc,Phim Trung Quốc,Phim Cổ Trang
Đang cập nhật,"Khổng Lâm, Lâm Tử Thông, Trần Vĩ, Trịnh Hiểu Đông, Trương Vệ Kiện, Văn Tụng Nhàn, Vương Tinh, ",Phim Cổ Trang,2008,kung fu master wong fei hung,hoàng phi hùng và mỹ nhân,Phim Hồng Kong,Phim Cổ Trang
Đinh Hắc,"Hình Giai Đống, Ninh Tịnh, Trương Bác, ",Phim Cổ Trang,2017,the qin empire iii,đại tần đế quốc 3: quật khởi,Phim Trung Quốc,Phim Chiến Tranh
Đàm Gia Ngôn,"Châu Nhan Mạn Tư, Dương Kỳ Minh, Dương Lặc, Hà Mỹ Tuyền, Hàn Đan Đồng, ",Phim Cổ Trang,2017,the hypnotist,người thôi miên,Phim Trung Quốc,Phim Cổ Trang
Hạng Thu Lương,"Châu Tử Long, Hà Văn Huy, Nhạc Đông Phong, ",Phim Cổ Trang,2017,dragon hunter,hàng long đại sư,Phim Trung Quốc,Phim Cổ Trang
Lý Tuệ Châu,"Đường Yên, La Tấn, Mao Hiểu Đồng, Ngô Kiến Hào, ",Phim Cổ Trang,2016,princess wei young,cẩm tú vị ương,Phim Trung Quốc,Phim Cổ Trang
Takashi Miike,"Hana Sugisaki, Sôta Fukushi, Takuya Kimura, ",Phim Cổ Trang,2017,blade of the immortal,lưỡi kiếm bất tử,Phim Nhật Bản,Phim Cổ Trang
Trình Tiểu Đông,"Lưu Tùng Nhân, Trương Thiên Ái, Từ Thiếu Cường, ",Phim Cổ Trang,1982,duel to the death,thanh vân kiếm khách,Phim Hồng Kong,Phim Cổ Trang
Tào Thuẫn,"Chu Nhất Vi, đậu kiêu, Hoàng Hiên, ",Phim Cổ Trang,2017,tribes and empires: storm of prophecy,cửu châu hải thượng mục vân ký,Phim Trung Quốc,Phim Cổ Trang
Lý Hàn Thao,"Chu Phóng, Phàn Thiếu Hoàng, Tiêu Ân Tuấn, Tiêu Thông, Trần Hạo Dân, Trần Kế Minh, Vương Âu, Vương Huyễn Y, ",Phim Cổ Trang,2019,imperial physician huangfu,thần y hoàng phủ,Phim Trung Quốc,Phim Cổ Trang
Lý Quốc Nguyên,"Đồ Lê Mạn, Khảm Bôn Bôn, Trần Hạo Dân, ",Phim Cổ Trang,2017,monster hunt bao man,hàng yêu kỳ án,Phim Trung Quốc,Phim Cổ Trang
Đang cập nhật,"Dương Khải Trình, Thang Mẫn, ",Phim Cổ Trang,2020,chef hua,khói lửa nhân gian: hoa tiểu trù,Phim Trung Quốc,Phim Cổ Trang
Mã Hoa Can,"Lý Hiện, Lý Nhất Đồng, ",Phim Cổ Trang,2019,sword dynasty,kiếm vương triều,Phim Trung Quốc,Phim Cổ Trang
Tôn Khải Khải,"Hứa Nhã Đình, Trần Tịnh Khả, Trương Hách, ",Phim Cổ Trang,2020,the legend of jin yan,cẩm ngôn truyện,Phim Trung Quốc,Phim Cổ Trang
Bạch Nhất Thông,"Trần Vỹ Đình, Triệu Lệ Dĩnh, Trương Nghệ Hưng, Viên Băng Nghiên, Vương Sấm, ",Phim Cổ Trang,2016,the mystic nine,lão cửu môn,Phim Trung Quốc,Phim Cổ Trang
Hồ Trữ Tỉ,"Huỳnh Bằng, Khấu Chấn Hải, Phàn Thiếu Hoàng, Trịnh Vĩ, ",Phim Cổ Trang,2018,the twenty-four filial exemplars,nhị thập tứ hiếu,Phim Trung Quốc,Phim Cổ Trang
Chu Tử Kỳ,"Chu Tử Kỳ, Lâm Thiên Lộc, Trần Diệp Lâm, ",Phim Cổ Trang,2017,voraiya 3,độc nhãn khiếm khách 3,Phim Trung Quốc,Phim Cổ Trang
Ngô Tử Ngưu,"Đường Quốc Cường, Trần Bảo Quốc, Trương Thiết Lâm, ",Phim Cổ Trang,2007,the story of zhen guan,trinh quan trường ca,Phim Trung Quốc,Phim Chiến Tranh
Đang cập nhật,"Ngô Tú Ba, Tôn Thuần, Ứng Thái Nhi, ",Phim Cổ Trang,2010,orphan of the zhao family,triệu thị cô nhi,Phim Trung Quốc,Phim Chiến Tranh
Trương Kỷ Trung,"Đinh Hải Phong, Lý Tuyết Kiện, Vương Tứ Ý, ",Phim Cổ Trang,1996,outlaws of the marshes,thủy hử 108 anh hùng lương sơn bạc,Phim Trung Quốc,Phim Cổ Trang
Shin Chang suk,"Chae Sang Woo, Choi Su Jong, Kim Yoo Suk, ",Phim Cổ Trang,2012,the great king's dream,giấc mơ đế vương,Phim Hàn Quốc,Phim Chiến Tranh
Hoàng Tổ Quyền,"Cống Mễ, Khưu Tâm Chí, Trương Hình Dư, ",Phim Cổ Trang,2016,border town prodigal,tân biên thành lãng tử,Phim Trung Quốc,Phim Cổ Trang
Đang cập nhật,"Mục Đình Đình, Trần Hạo Dân, Trần Tử Hàm, ",Phim Cổ Trang,2016,liu hai plays with gold toad,lưu hải đấu kim thiền,Phim Trung Quốc,Phim Cổ Trang
Quảng Nghiệp Sinh,"Hân Tuyết, Kiều Chấn Vũ, Trần Long, ",Phim Cổ Trang,2015,ghost story 4,liêu trai tân truyện,Phim Trung Quốc,Phim Cổ Trang
Lý Tuệ Dân,"Huỳnh Hải Băng, Lý Băng Băng, Thạch Tiểu Quần, Tôn Hưng, Trần Long, ",Phim Cổ Trang,2006,tái sinh duyên,thiên chi kiều tử,Phim Trung Quốc,Phim Cổ Trang
Lục Kiếm Mỹ,"Châu Chỉ Doanh, Đào Dịch Hy, ",Phim Cổ Trang,2016,star of tomorrow: legend of white snake,truyền thuyết bạch xà,Phim Trung Quốc,Phim Cổ Trang
Kang Il Soo,"Baek Jin Hee, Cha Tae Hyun, Lee Hee Joon, UEE, ",Phim Cổ Trang,2012,jeon woo chi,tiểu kiếm thủ,Phim Hàn Quốc,Phim Cổ Trang
Han Xiao Jun,"Monica Mok, Ni Dahong, Zhang Jia Yi, ",Phim Cổ Trang,2015,the merchants of qing dynasty,thương gia kỳ tài,Phim Trung Quốc,Phim Cổ Trang
Lương Tân Toàn,"Mã Thiên Vũ, Ngô Kỳ Giang, Trịnh Sảng, Tưởng Nghị, Vương Thuần, ",Phim Cổ Trang,2016,beauty private kitchens,mỹ nhân tư phòng thái,Phim Trung Quốc,Phim Cổ Trang
Lý Diệp Phong,"Dương Dương, Khương Hồng, Lý Y Hiểu, ",Phim Cổ Trang,2014,legend of goddess luo,ngọc kiếm kỳ duyên,Phim Trung Quốc,Phim Cổ Trang
Đang cập nhật,"Dư Thiếu Quần, Huệ Ánh Hồng, Huỳnh Hải Băng, Mạch Trường Thanh, Tôn Diệu Kỳ, Trương Hiểu Thần, Vu Vinh Quang, ",Phim Cổ Trang,2016,heroes of sui and tang dynasties 5,tiết cương phản đường,Phim Trung Quốc,Phim Cổ Trang
Đang cập nhật,"Dương Tử San, Đường Nghệ Hân, Lý Dịch Phong, Tần Tuấn Kiệt, Triệu Lệ Dĩnh, ",Phim Cổ Trang,2016,noble aspirations,tru tiên thanh vân chí,Phim Trung Quốc,Phim Cổ Trang
Lưu Quốc Nam,"Cảnh Điềm, Mao Tử Tuấn, Nhậm Gia Luân, ",Phim Cổ Trang,2017,the glory of tang dynasty 2,đại đường vinh diệu 2,Phim Trung Quốc,Phim Cổ Trang
Đang cập nhật,"Doãn Chính, Kim Thần, Lâm Tư Ý, Lý Khê Nhuế, Trần Hách, Triệu Duyệt Đồng, ",Phim Cổ Trang,2016,legend of ace,cực phẩm gia đinh,Phim Trung Quốc,Phim Cổ Trang
Trình Tiểu Đông,"Lưu Triệu Minh, Trương quốc vinh, Vương Tổ Hiền, ",Phim Cổ Trang,1990,a chinese ghost story 2,thiện nữ u hồn 2,Phim Trung Quốc,Phim Cổ Trang
Lưu Lập Lập,"Hà Gia Kính, Kim Siêu Quần, Phạm Hồng Hiên, Quan Lễ Kiệt, Trịnh Gia Du, ",Phim Cổ Trang,2008,justice bao,bao thanh thiên,Phim Trung Quốc,Phim Cổ Trang
Đang cập nhật,"Châu Hoành Gia, Huỳnh Hải Băng, Trương Diễm Diễm, Vạn Hoằng Kiệt, Vương Diễm, ",Phim Cổ Trang,2001,huyền thoại võ lâm,võ lâm ngoại sử,Phim Trung Quốc,Phim Cổ Trang
Kim Ho Young,"Jin Se Yun, Kim Mi Sook, Ko Soo, ",Phim Cổ Trang,2016,the flower in prison,hoa trong ngục,Phim Hàn Quốc,Phim Cổ Trang
Ngụy Ngọc Hải,"Nguyên Thu, Trình Dục, ",Phim Cổ Trang,2017,detective dee,địch nhân kiệt kỳ án,Phim Trung Quốc,Phim Cổ Trang
Kim Jin Man,"Chae Soo Bin, Kim Ji Suk, Kim Sang joong, Lee Ha nui, Yoon Gyun Sang, ",Phim Cổ Trang,2017,rebel: thief who stole the people,giai thoại về hong gil dong,Phim Hàn Quốc,Phim Cổ Trang
Zhang Xin,"Chun Li, Feng-bin Mou, Hideo Nakaizumi, ",Phim Cổ Trang,2013,avalokitesvara,quan âm không chịu đi,Phim Trung Quốc,Phim Cổ Trang
Han-min Kim,"Hae il Park, Mu-Yeol Kim, Seung ryong Ryu, ",Phim Cổ Trang,2011,war of the arrows,cung thủ siêu phàm,Phim Hàn Quốc,Phim Chiến Tranh
Chung Thiếu Hùng,"Bạch Băng, Phú Đại Long, Thang Trấn Nghiệp, Từ Thiếu Cường, Vương Lực Khả, ",Phim Cổ Trang,2013,hero sui and tang dynasties ii,tùy đường anh hùng 2,Phim Trung Quốc,Phim Cổ Trang
Lee Jong Pil,"Kim Nam Gil, Ryoo Seung Ryong, Song Sae Byoek, ",Phim Cổ Trang,2015,the sound of a flower,âm thanh của hoa,Phim Hàn Quốc,Phim Cổ Trang
Trình Tiểu Đông,"Chân Tử Đan, Khấu Chấn Hải, Lê Minh, ",Phim Cổ Trang,2008,an empress and the warriors,giang sơn mỹ nhân,Phim Trung Quốc,Phim Chiến Tranh
Đinh Thịnh,"Lin Peng, Thành Long, Vương Lực Hoành, ",Phim Cổ Trang,2010,little big soldier,đại binh tiểu tướng,Phim Trung Quốc,Phim Cổ Trang
Gordon Chan,"Chân Tử Đan, Chu Tấn, Tôn Lệ, Trần Khôn, Triệu Vy, ",Phim Cổ Trang,2008,painted skin,họa bì,Phim Trung Quốc,Phim Cổ Trang
Taylor Wong,"Lâm Thanh Hà, Lưu Đức Hòa, Từ Cẩm Giang, ",Phim Cổ Trang,1994,the three swordsmen,giang hồ tam hiệp,Phim Trung Quốc,Phim Cổ Trang
Chí Tôn Ngọc,"Bạch Khách, Chí Tôn Ngọc, Lương Gia Nhân, ",Phim Cổ Trang,2016,xiya hero,thiếu hiệp tây nhai,Phim Trung Quốc,Phim Cổ Trang
Đỗ Kỳ Phong,"Damian Lau, Dương Tử Quỳnh, Huỳnh Thu Sinh, Mai Diễm Phương, Trương Mạn Ngọc, ",Phim Cổ Trang,1993,the heroic trio,hiệp hành nữ sát,Phim Trung Quốc,Phim Cổ Trang
Lương Thắng Quyền,"Dương Dung, Lưu Khải Uy, Ngô Ánh Khiết, Quan Trí Bân, Viên Băng Nghiên, ",Phim Cổ Trang,2016,the legend of flying daggers,phi đao hựu kiến phi đao,Phim Trung Quốc,Phim Cổ Trang
Ngô Tử Ngưu,"Đỗ Chí Quốc, Hắc Tử, Nhiếp Viễn, Nhiêu Mẫn Lợi, Tưởng Hân, ",Phim Cổ Trang,2008,ming dinasty,thiên hạ đại minh,Phim Trung Quốc,Phim Cổ Trang
Sở Nguyên,"Bạch Bưu, Cốc Phong, Đặng Vỹ Hào, Địch Long, La Liệt, Văn Tuyết Nhi, ",Phim Cổ Trang,1981,the emperor and his brother,hồng hoa hội,Phim Trung Quốc,Phim Cổ Trang
Đang cập nhật,"Cận Đông, Trần Kiều Ân, Triệu Đạt, ",Phim Cổ Trang,2016,candle in the tomb,ma thổi đèn tinh tuyệt cổ thành,Phim Trung Quốc,Phim Cổ Trang
Đang cập nhật,"Dương Tử, Đường Nghệ Hân, Lý Dịch Phong, Tần Tuấn Kiệt, Triệu Lệ Dĩnh, ",Phim Cổ Trang,2016,the legend of chusen 2,tru tiên thanh vân chí 2,Phim Trung Quốc,Phim Cổ Trang
Lí Huệ Dân,"Cao Vân Tường, Hầu Mộng Dao, Từ Kì Văn, Viên Vịnh Nghi, ",Phim Cổ Trang,2015,royal romance,tuyệt sắc khuynh thành,Phim Trung Quốc,Phim Cổ Trang
Trương Chi Lượng,"Phạm Băng Băng Huỳnh Hiểu Minh, Triệu Văn Trác, Vương Học Binh, ",Phim Cổ Trang,2014,the white haired witch of lunar kingdom,bạch phát ma nữ,Phim Trung Quốc,Phim Cổ Trang
Đang cập nhật,"Dương Mịch, Địch Lệ Nhiệt Ba, Triệu Hữu Đình, Trương Bân Bân, Vu Mông Lung, ",Phim Cổ Trang,2017,three lifetimes peach blossom,tam sinh tam thế: thập lý đào hoa,Phim Trung Quốc,Phim Cổ Trang
Lâm Ngọc Phân,"Đường Nghệ Hân, Kim Thần, Mike, Na Trát, Phó Tân Bác, Trần Dao, Tưởng Kình Phu, ",Phim Cổ Trang,2016,green hill fox legend,truyền thuyết hồ ly,Phim Trung Quốc,Phim Cổ Trang
Wang Xin Min,"Du Zhi Guo, Gao Lan Cun, Tong Rui Xin, ",Phim Cổ Trang,2010,imperial envoy,công sứ hoàng gia,Phim Trung Quốc,Phim Cổ Trang
Lưu Trấn Minh,"An Dĩ Hiên, Trần Tử Hàm, Trương Hình Dư, Trương Thiết Hạn, Uông Đông Thành, ",Phim Cổ Trang,2016,demon girl 2,bán yêu khuynh thành 2,Phim Trung Quốc,Phim Cổ Trang
Ngô Cẩm Nguyên,"Dương Mịch, Lâm Tâm Như, Trần Kiện Phong, ",Phim Cổ Trang,2010,schemes of a beauty,mỹ nhân tâm kế,Phim Trung Quốc,Phim Cổ Trang
Ngô Gia Đãi,"Nghiêm Khoan, Trần Hiểu, Trịnh Sảng, ",Phim Cổ Trang,2016,the three heroes and five gallants,du kiếm kỳ hiệp,Phim Trung Quốc,Phim Cổ Trang
Ngô Cẩm Nguyên,"Lưu Khải Uy, Mễ Tuyết, Trịnh Sảng, Trương Bân Bân, Trương Hiểu Thần, ",Phim Cổ Trang,2016,chronicle of life,trường tương y,Phim Trung Quốc,Phim Cổ Trang
Cúc Giác Lượng,"Mã Thiên Vũ, Phùng Thiệu Phong, Tống Thiến, Trương Manh, Victoria, ",Phim Cổ Trang,2016,ice fantasy,huyễn thành vương quốc ảo,Phim Trung Quốc,Phim Cổ Trang
Nguyên Bưu,"Corey Yuen, Cynthia Rothrock, Nguyên Bưu, ",Phim Cổ Trang,1986,righting wrongs,chấp pháp tiên phong,Phim Hồng Kong,Phim Cổ Trang
Đàm Lãng Xương,"Giang Thục Na, Hà Mỹ Điền, Ông Gia Minh, Trương Đình, Trương Vệ Kiện, ",Phim Cổ Trang,1998,happy flying dragon,sóng gió chỉ cấm thành,Phim Đài Loan,Phim Cổ Trang
Ng Min Kan,"Lâm Thanh Hà, Lung Chan, Lưu Gia Linh, Nguyên Bưu, Từ Cẩm Giang, ",Phim Cổ Trang,1994,deadful melody,lục chỉ cầm ma,Phim Trung Quốc,Phim Cổ Trang
Viên Hòa Bình,"Lâm Thanh Hà, Max Mok, Sandra Ng, ",Phim Cổ Trang,1994,fire gragon,hoả vân tà thần,Phim Trung Quốc,Phim Cổ Trang
Li Huizhu,"Cao Vân Tường, Dương Dung, Đới Kiều Thiên, Khấu Chấn Hải, Lục Nghị, Viên San San, Vương Nhân Quân, ",Phim Cổ Trang,2014,palace 3: the lost daughter,cung tỏa liên thành,Phim Trung Quốc,Phim Cổ Trang
Ronny Yu,"Lâm Thanh Hà, Ngô Trấn Vũ, Trương quốc vinh, ",Phim Cổ Trang,1993,the bride with white hair,bạch phát ma nữ,Phim Hồng Kong,Phim Cổ Trang
Lưu Quốc Nam,"Cảnh Điềm, Mao Tử Tuấn, Thư Sướng, ",Phim Cổ Trang,2017,the glory of tang dynasty,đại đường vinh diệu,Phim Trung Quốc,Phim Cổ Trang
David Wu,"Chung Lệ Đề, Lâm Thanh Hà, Trương quốc vinh, ",Phim Cổ Trang,1993,the bride with white hair 2,bạch phát ma nữ 2,Phim Hồng Kong,Phim Cổ Trang
Chu Thiếu Kiệt,"Dương Tử, Tần Tuấn Kiệt, Thư Sướng, ",Phim Cổ Trang,2017,legend of dragon pearl,long châu truyền kỳ,Phim Trung Quốc,Phim Cổ Trang
Lương Chấn Hoa,"Kiều Chấn Vũ, Mã Khả, Trương Hình Dư, ",Phim Cổ Trang,2017,song of phoenix,tư mỹ nhân,Phim Trung Quốc,Phim Cổ Trang
Từ Khắc,"Chương Tử Di, Cổ Thiên Lạc, Hồng Kim Bảo, Trịnh Y Kiện, Trương Bá Chi, ",Phim Cổ Trang,2001,the legend of zu,thục sơn kỳ hiệp,Phim Trung Quốc,Phim Cổ Trang
Trương Vĩnh Tân,"Đường Nghệ Hân, Lưu Đào, Lý Thần, Ngô Tú Ba, Trương Quân Ninh, Vu Hòa Vĩ, ",Phim Cổ Trang,2017,the advisors alliance,quân sư liên minh,Phim Trung Quốc,Phim Chiến Tranh
Oh Jin Suk,"Joo Won, Kim Yoon Hye, Lee Jung-shin, Oh Yeon Seo, Son Chang Min, ",Phim Cổ Trang,2017,my sassy girl,công chúa ngổ ngáo,Phim Hàn Quốc,Phim Cổ Trang
Lý Quốc Lập,"Hồ Băng Khanh, Kim Thần, Lục Nghị, Tần Tuấn Kiệt, Tôn Nghệ Châu, Trần Nghiên Hy, Tưởng Kình Phu, ",Phim Cổ Trang,2015,the legend of qin,tần thời minh nguyệt,Phim Trung Quốc,Phim Cổ Trang
Đỗ Kỳ Phong,"Lâm Tuyết, Mai Diễm Phương, Trương Bá Chi, ",Phim Cổ Trang,2001,wu yen,chung vô diệm,Phim Trung Quốc,Phim Cổ Trang
Chen Jin,"Cảnh Điềm, Khương Võ, Kim Hee Sun, Ngô Trấn Vũ, Tôn Hồng Lôi, ",Phim Cổ Trang,2011,the warring states,chiến quốc,Phim Trung Quốc,Phim Chiến Tranh
Trần Khải Ca,"Lưu Diệp, Trần Hồng, Trương Bá Chi, ",Phim Cổ Trang,2005,the promise,vô cực,Phim Trung Quốc,Phim Cổ Trang
Đang cập nhật,"Huỳnh Hiểu Minh, Thịnh Nhất Luân, Tống Thiến, ",Phim Cổ Trang,2017,a life time love,thượng cổ tình ca,Phim Trung Quốc,Phim Cổ Trang
Đang cập nhật,"Chiêm Mục, Đàm Húc, ",Phim Cổ Trang,2017,the ming dynasty assassin,thích khách minh triều,Phim Trung Quốc,Phim Cổ Trang
Trình Tiểu Đông,"Củng Lợi, Trương Nghệ Mưu, ",Phim Cổ Trang,1989,terracotta warrior,cổ kim đại chiến tần dũng tình,Phim Hồng Kong,Phim Cổ Trang
Đang cập nhật,"Jagat Singh, Meghan Jadhav, Sameer Dharmadhikari, ",Phim Cổ Trang,2013,buddha: rajaon ka raja,đức phật,Phim Ấn Độ,Phim Cổ Trang
